collision_index,collision_year,collision_ref_no,police_force,collision_severity,first_road_class,first_road_number,time,speed_limit,junction_detail,collision_ref_join,road_name,road_type,severity_text,severe,collision_hour,time_period,speed_group,junction_group,lgv_involved,young_driver_involved
2022061185211,2022,061185211,6,2,1,60,23:05:00,70,0,061185211,M60,Motorway,serious,1,23,night_or_off_peak,40 mph or above,No junction,0,1
2022061154932,2022,061154932,6,2,3,670,14:33:00,30,0,061154932,A670,A road,serious,1,14,daytime,30 mph or below,No junction,0,0
201906G158895,2019,06G158895,6,3,3,627,12:15:00,30,16,06G158895,A627,A road,slight,0,12,daytime,30 mph or below,Crossroads or larger junction,0,0
201906A161509,2019,06A161509,6,3,3,56,17:20:00,30,0,06A161509,A56,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
2023061328490,2023,061328490,6,3,3,6143,21:40:00,20,13,061328490,A6143,A road,slight,0,21,night_or_off_peak,30 mph or below,T or staggered junction,0,1
2022061177434,2022,061177434,6,3,3,6104,21:45:00,30,13,061177434,A6104,A road,slight,0,21,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2024061505826,2024,061505826,6,3,3,6042,18:00:00,30,16,061505826,A6042,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201906G159255,2019,06G159255,6,3,3,627,12:50:00,30,13,06G159255,A627,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
2024061399837,2024,061399837,6,3,1,56,07:15:00,70,19,061399837,M56,Motorway,slight,0,7,morning_peak,40 mph or above,Other or unknown junction,0,0
201706M037848,2017,06M037848,6,3,3,560,19:40:00,40,16,06M037848,A560,A road,slight,0,19,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,1
2023061310085,2023,061310085,6,3,3,560,08:06:00,30,0,061310085,A560,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,0
201706F038509,2017,06F038509,6,3,3,6,18:43:00,30,13,06F038509,A6,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
2021061049516,2021,061049516,6,3,3,49,19:10:00,30,0,061049516,A49,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,0
202006E368702,2020,06E368702,6,3,3,34,17:05:00,40,16,06E368702,A34,A road,slight,0,17,evening_peak,40 mph or above,Crossroads or larger junction,0,0
201806F151376,2018,06F151376,6,3,3,576,20:00:00,30,13,06F151376,A576,A road,slight,0,20,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2024061423843,2024,061423843,6,3,1,62,09:10:00,70,0,061423843,M62,Motorway,slight,0,9,morning_peak,40 mph or above,No junction,0,0
2024061502898,2024,061502898,6,3,3,666,11:50:00,30,0,061502898,A666,A road,slight,0,11,daytime,30 mph or below,No junction,1,1
201706Q027299,2017,06Q027299,6,3,3,62,13:22:00,30,0,06Q027299,A62,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
201706Q032908,2017,06Q032908,6,3,3,62,13:50:00,30,13,06Q032908,A62,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,0
201806XF42807,2018,06XF42807,6,3,1,61,16:00:00,70,0,06XF42807,M61,Motorway,slight,0,16,evening_peak,40 mph or above,No junction,0,0
201906K358242,2019,06K358242,6,3,3,666,16:45:00,50,0,06K358242,A666,A road,slight,0,16,evening_peak,40 mph or above,No junction,0,0
201906E162732,2019,06E162732,6,3,3,5079,11:26:00,30,0,06E162732,A5079,A road,slight,0,11,daytime,30 mph or below,No junction,0,0
2022061190871,2022,061190871,6,2,1,60,01:15:00,70,0,061190871,M60,Motorway,serious,1,1,night_or_off_peak,40 mph or above,No junction,0,1
2024061465727,2024,061465727,6,2,3,58,14:45:00,30,0,061465727,A58,A road,serious,1,14,daytime,30 mph or below,No junction,1,0
201906XK57990,2019,06XK57990,6,3,1,61,17:10:00,70,0,06XK57990,M61,Motorway,slight,0,17,evening_peak,40 mph or above,No junction,1,0
202006F178506,2020,06F178506,6,3,3,572,12:48:00,30,13,06F178506,A572,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
201906J252207,2019,06J252207,6,3,3,6,16:45:00,30,13,06J252207,A6,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
2024061478779,2024,061478779,6,2,3,58,19:11:00,30,16,061478779,A58,A road,serious,1,19,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2023061271816,2023,061271816,6,3,3,56,15:15:00,30,18,061271816,A56,A road,slight,0,15,daytime,30 mph or below,Other or unknown junction,0,0
2023061355420,2023,061355420,6,2,3,664,20:33:00,30,13,061355420,A664,A road,serious,1,20,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2021061091247,2021,061091247,6,2,2,627,19:30:00,70,0,061091247,A627(M),A road,serious,1,19,night_or_off_peak,40 mph or above,No junction,0,0
201806K139715,2018,06K139715,6,3,3,579,16:50:00,30,0,06K139715,A579,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2021061026739,2021,061026739,6,3,3,665,13:13:00,30,17,061026739,A665,A road,slight,0,13,daytime,30 mph or below,Crossroads or larger junction,0,0
201706Q036699,2017,06Q036699,6,3,3,663,12:38:00,30,16,06Q036699,A663,A road,slight,0,12,daytime,30 mph or below,Crossroads or larger junction,1,1
2021061052991,2021,061052991,6,2,3,579,17:10:00,30,0,061052991,A579,A road,serious,1,17,evening_peak,30 mph or below,No junction,0,0
2021061097774,2021,061097774,6,3,2,57,17:30:00,30,0,061097774,A57(M),A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
2021061100467,2021,061100467,6,3,3,34,08:00:00,30,16,061100467,A34,A road,slight,0,8,morning_peak,30 mph or below,Crossroads or larger junction,0,1
201906L153913,2019,06L153913,6,3,3,5209,10:50:00,30,18,06L153913,A5209,A road,slight,0,10,daytime,30 mph or below,Other or unknown junction,0,0
2023061368038,2023,061368038,6,3,3,5066,03:50:00,30,16,061368038,A5066,A road,slight,0,3,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201906E460786,2019,06E460786,6,3,3,5103,09:14:00,30,0,06E460786,A5103,A road,slight,0,9,morning_peak,30 mph or below,No junction,0,0
2022061162798,2022,061162798,6,3,1,66,17:20:00,20,0,061162798,M66,Motorway,slight,0,17,evening_peak,30 mph or below,No junction,0,0
201706K027749,2017,06K027749,6,3,3,676,19:30:00,30,13,06K027749,A676,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,0
202106X079535,2021,06X079535,6,3,1,602,07:35:00,70,0,06X079535,M602,Motorway,slight,0,7,morning_peak,40 mph or above,No junction,0,0
201806F247015,2018,06F247015,6,3,3,576,13:28:00,30,16,06F247015,A576,A road,slight,0,13,daytime,30 mph or below,Crossroads or larger junction,0,0
201906M163272,2019,06M163272,6,3,3,5014,08:15:00,30,16,06M163272,A5014,A road,slight,0,8,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2023061367841,2023,061367841,6,3,3,665,15:40:00,30,0,061367841,A665,A road,slight,0,15,daytime,30 mph or below,No junction,0,1
201906L158843,2019,06L158843,6,3,3,49,20:00:00,30,16,06L158843,A49,A road,slight,0,20,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2024061473443,2024,061473443,6,3,3,62,16:29:00,30,0,061473443,A62,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2024061425308,2024,061425308,6,2,3,663,06:35:00,40,13,061425308,A663,A road,serious,1,6,night_or_off_peak,40 mph or above,T or staggered junction,0,0
2024061491692,2024,061491692,6,2,1,66,18:38:00,70,0,061491692,M66,Motorway,serious,1,18,evening_peak,40 mph or above,No junction,0,0
2021061040240,2021,061040240,6,3,1,60,22:02:00,30,16,061040240,M60,Motorway,slight,0,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201906M163416,2019,06M163416,6,3,3,576,15:23:00,40,0,06M163416,A576,A road,slight,0,15,daytime,40 mph or above,No junction,0,0
2024061450213,2024,061450213,6,3,1,61,08:55:00,70,0,061450213,M61,Motorway,slight,0,8,morning_peak,40 mph or above,No junction,0,0
201706XN32672,2017,06XN32672,6,3,1,60,11:00:00,70,0,06XN32672,M60,Motorway,slight,0,11,daytime,40 mph or above,No junction,0,0
2022061147021,2022,061147021,6,3,3,6143,18:05:00,30,19,061147021,A6143,A road,slight,0,18,evening_peak,30 mph or below,Other or unknown junction,0,0
2022061220417,2022,061220417,6,1,3,6017,13:08:00,30,19,061220417,A6017,A road,fatal,1,13,daytime,30 mph or below,Other or unknown junction,1,1
201706A028374,2017,06A028374,6,3,3,664,15:45:00,20,13,06A028374,A664,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2022061190284,2022,061190284,6,1,1,66,14:53:00,70,0,061190284,M66,Motorway,fatal,1,14,daytime,40 mph or above,No junction,0,0
202006XN70999,2020,06XN70999,6,3,3,58,19:30:00,30,0,06XN70999,A58,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,0
201706K034253,2017,06K034253,6,3,3,676,01:10:00,30,16,06K034253,A676,A road,slight,0,1,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2021061101535,2021,061101535,6,3,3,673,00:05:00,30,16,061101535,A673,A road,slight,0,0,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2024061519972,2024,061519972,6,2,3,575,17:00:00,30,0,061519972,A575,A road,serious,1,17,evening_peak,30 mph or below,No junction,0,1
2023061291166,2023,061291166,6,3,1,60,07:20:00,70,0,061291166,M60,Motorway,slight,0,7,morning_peak,40 mph or above,No junction,0,1
201906Q261222,2019,06Q261222,6,3,3,635,08:00:00,40,13,06Q261222,A635,A road,slight,0,8,morning_peak,40 mph or above,T or staggered junction,0,0
201906Q162155,2019,06Q162155,6,3,3,62,18:45:00,30,17,06Q162155,A62,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201706L030977,2017,06L030977,6,2,3,49,12:56:00,30,16,06L030977,A49,A road,serious,1,12,daytime,30 mph or below,Crossroads or larger junction,0,0
2024061407252,2024,061407252,6,3,3,6010,18:08:00,30,16,061407252,A6010,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2024061450199,2024,061450199,6,3,3,5066,15:03:00,30,0,061450199,A5066,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
202006XF68556,2020,06XF68556,6,3,1,60,08:10:00,70,0,06XF68556,M60,Motorway,slight,0,8,morning_peak,40 mph or above,No junction,1,0
2021061112147,2021,061112147,6,3,3,5103,06:00:00,30,19,061112147,A5103,A road,slight,0,6,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
201806M141130,2018,06M141130,6,2,3,56,09:08:00,40,16,06M141130,A56,A road,serious,1,9,morning_peak,40 mph or above,Crossroads or larger junction,0,0
2023061268470,2023,061268470,6,3,3,6046,11:04:00,40,0,061268470,A6046,A road,slight,0,11,daytime,40 mph or above,No junction,0,0
201806XJ49571,2018,06XJ49571,6,3,1,60,01:16:00,70,0,06XJ49571,M60,Motorway,slight,0,1,night_or_off_peak,40 mph or above,No junction,0,0
201906XN60504,2019,06XN60504,6,3,1,66,22:30:00,70,0,06XN60504,M66,Motorway,slight,0,22,night_or_off_peak,40 mph or above,No junction,0,0
201906P352517,2019,06P352517,6,3,3,664,09:00:00,30,0,06P352517,A664,A road,slight,0,9,morning_peak,30 mph or below,No junction,0,0
201806A249344,2018,06A249344,6,3,3,665,00:55:00,30,16,06A249344,A665,A road,slight,0,0,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2021061070356,2021,061070356,6,3,3,664,13:00:00,30,19,061070356,A664,A road,slight,0,13,daytime,30 mph or below,Other or unknown junction,0,0
201806M147659,2018,06M147659,6,3,3,56,10:00:00,30,16,06M147659,A56,A road,slight,0,10,daytime,30 mph or below,Crossroads or larger junction,0,0
201706A039892,2017,06A039892,6,3,3,34,04:53:00,30,16,06A039892,A34,A road,slight,0,4,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2023061289232,2023,061289232,6,3,3,572,01:55:00,30,0,061289232,A572,A road,slight,0,1,night_or_off_peak,30 mph or below,No junction,0,0
201906A357785,2019,06A357785,6,3,3,6010,17:25:00,30,16,06A357785,A6010,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2021061097525,2021,061097525,6,3,3,34,18:25:00,40,13,061097525,A34,A road,slight,0,18,evening_peak,40 mph or above,T or staggered junction,0,0
201806G244424,2018,06G244424,6,3,3,57,15:12:00,30,13,06G244424,A57,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2024061445269,2024,061445269,6,2,3,62,15:55:00,30,16,061445269,A62,A road,serious,1,15,daytime,30 mph or below,Crossroads or larger junction,0,0
2024061463970,2024,061463970,6,3,3,635,15:48:00,30,13,061463970,A635,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2023061385141,2023,061385141,6,2,3,5103,23:28:00,30,16,061385141,A5103,A road,serious,1,23,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2022061155900,2022,061155900,6,3,3,635,17:00:00,30,0,061155900,A635,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,1
201806K343640,2018,06K343640,6,3,3,579,17:54:00,40,0,06K343640,A579,A road,slight,0,17,evening_peak,40 mph or above,No junction,0,1
2022061200055,2022,061200055,6,3,3,34,11:37:00,30,0,061200055,A34,A road,slight,0,11,daytime,30 mph or below,No junction,0,1
201806P350870,2018,06P350870,6,3,3,6046,22:45:00,30,17,06P350870,A6046,A road,slight,0,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201806XN46637,2018,06XN46637,6,3,1,66,09:55:00,70,0,06XN46637,M66,Motorway,slight,0,9,morning_peak,40 mph or above,No junction,1,0
2023061332671,2023,061332671,6,3,3,680,07:35:00,30,0,061332671,A680,A road,slight,0,7,morning_peak,30 mph or below,No junction,0,0
2024061494073,2024,061494073,6,3,3,5186,17:21:00,30,19,061494073,A5186,A road,slight,0,17,evening_peak,30 mph or below,Other or unknown junction,0,0
201906G165840,2019,06G165840,6,3,3,635,13:45:00,30,0,06G165840,A635,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
201906Q154011,2019,06Q154011,6,3,3,627,20:42:00,40,13,06Q154011,A627,A road,slight,0,20,night_or_off_peak,40 mph or above,T or staggered junction,0,1
201706K028759,2017,06K028759,6,3,3,6053,03:25:00,30,13,06K028759,A6053,A road,slight,0,3,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2023061371654,2023,061371654,6,3,3,56,17:15:00,30,13,061371654,A56,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
201906XG55961,2019,06XG55961,6,3,1,60,13:45:00,70,0,06XG55961,M60,Motorway,slight,0,13,daytime,40 mph or above,No junction,0,0
201806A244956,2018,06A244956,6,3,3,664,07:30:00,30,0,06A244956,A664,A road,slight,0,7,morning_peak,30 mph or below,No junction,0,0
201806P151908,2018,06P151908,6,3,3,680,21:00:00,30,18,06P151908,A680,A road,slight,0,21,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
201906N154638,2019,06N154638,6,3,3,56,09:00:00,40,18,06N154638,A56,A road,slight,0,9,morning_peak,40 mph or above,Other or unknown junction,1,0
201806P244614,2018,06P244614,6,3,3,640,13:15:00,40,13,06P244614,A640,A road,slight,0,13,daytime,40 mph or above,T or staggered junction,0,1
201706M034981,2017,06M034981,6,2,3,538,16:39:00,30,13,06M034981,A538,A road,serious,1,16,evening_peak,30 mph or below,T or staggered junction,0,1
2023061308247,2023,061308247,6,3,3,626,19:25:00,30,0,061308247,A626,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,0
202006A177940,2020,06A177940,6,3,3,57,01:15:00,40,13,06A177940,A57,A road,slight,0,1,night_or_off_peak,40 mph or above,T or staggered junction,0,1
201706K030747,2017,06K030747,6,3,3,666,08:07:00,30,13,06K030747,A666,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
201706Q030293,2017,06Q030293,6,3,3,627,08:15:00,30,0,06Q030293,A627,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,0
2022061131156,2022,061131156,6,3,3,573,09:32:00,30,19,061131156,A573,A road,slight,0,9,morning_peak,30 mph or below,Other or unknown junction,0,0
2022061223843,2022,061223843,6,3,1,60,16:01:00,70,0,061223843,M60,Motorway,slight,0,16,evening_peak,40 mph or above,No junction,0,0
2023061393786,2023,061393786,6,3,1,60,21:50:00,70,0,061393786,M60,Motorway,slight,0,21,night_or_off_peak,40 mph or above,No junction,0,0
202006J177837,2020,06J177837,6,3,3,560,07:00:00,30,0,06J177837,A560,A road,slight,0,7,morning_peak,30 mph or below,No junction,1,0
201906Q164309,2019,06Q164309,6,2,3,627,18:25:00,30,16,06Q164309,A627,A road,serious,1,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2022061168050,2022,061168050,6,3,3,560,21:45:00,30,13,061168050,A560,A road,slight,0,21,night_or_off_peak,30 mph or below,T or staggered junction,0,1
2023061314002,2023,061314002,6,2,3,58,02:45:00,30,0,061314002,A58,A road,serious,1,2,night_or_off_peak,30 mph or below,No junction,0,0
201806F246938,2018,06F246938,6,2,3,56,21:30:00,30,16,06F246938,A56,A road,serious,1,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201706G034525,2017,06G034525,6,2,3,662,21:50:00,30,0,06G034525,A662,A road,serious,1,21,night_or_off_peak,30 mph or below,No junction,0,0
201706J028433,2017,06J028433,6,2,3,5102,11:55:00,30,13,06J028433,A5102,A road,serious,1,11,daytime,30 mph or below,T or staggered junction,0,0
202006N171900,2020,06N171900,6,3,3,56,17:30:00,30,13,06N171900,A56,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
201706K037636,2017,06K037636,6,3,3,579,13:30:00,30,0,06K037636,A579,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
2023061354998,2023,061354998,6,2,3,34,00:18:00,30,0,061354998,A34,A road,serious,1,0,night_or_off_peak,30 mph or below,No junction,0,0
2024061476280,2024,061476280,6,2,3,5145,09:10:00,30,13,061476280,A5145,A road,serious,1,9,morning_peak,30 mph or below,T or staggered junction,0,0
201906F166912,2019,06F166912,6,3,3,580,13:40:00,50,16,06F166912,A580,A road,slight,0,13,daytime,40 mph or above,Crossroads or larger junction,0,0
201706P036281,2017,06P036281,6,3,3,669,17:36:00,30,13,06P036281,A669,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,1
201706E038157,2017,06E038157,6,2,3,34,15:42:00,30,18,06E038157,A34,A road,serious,1,15,daytime,30 mph or below,Other or unknown junction,0,0
201706F038325,2017,06F038325,6,3,3,580,10:20:00,50,16,06F038325,A580,A road,slight,0,10,daytime,40 mph or above,Crossroads or larger junction,0,0
201806P146655,2018,06P146655,6,3,3,680,09:25:00,30,13,06P146655,A680,A road,slight,0,9,morning_peak,30 mph or below,T or staggered junction,0,0
202006XK73035,2020,06XK73035,6,3,1,61,14:59:00,70,0,06XK73035,M61,Motorway,slight,0,14,daytime,40 mph or above,No junction,1,0
201806XQ44739,2018,06XQ44739,6,3,1,60,10:13:00,70,0,06XQ44739,M60,Motorway,slight,0,10,daytime,40 mph or above,No junction,0,0
202006M175039,2020,06M175039,6,3,3,5014,17:00:00,30,18,06M175039,A5014,A road,slight,0,17,evening_peak,30 mph or below,Other or unknown junction,0,1
201806P348468,2018,06P348468,6,3,3,6046,11:15:00,30,13,06P348468,A6046,A road,slight,0,11,daytime,30 mph or below,T or staggered junction,0,0
201906K358804,2019,06K358804,6,3,3,579,00:15:00,30,13,06K358804,A579,A road,slight,0,0,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201706F034670,2017,06F034670,6,3,3,6010,18:00:00,30,13,06F034670,A6010,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
201906A363421,2019,06A363421,6,3,3,665,19:16:00,30,13,06A363421,A665,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201906E156731,2019,06E156731,6,3,2,57,00:40:00,50,0,06E156731,A57(M),A road,slight,0,0,night_or_off_peak,40 mph or above,No junction,0,0
